slug,name,url,ref_title,authors,ref_year,ref_source,isbn_doi,license,keywords,scale_denominator,language,description
japan_honjo,"Honjo, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Honjo District,"Atsushi OZAWA, Taisuke TAKAYASU, Yutaka IKEBE and Kazuo HUZIOKA",1977,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_028.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-028;AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Honjo District
japan_horozuki,"Horozuki, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,"Explanatory Text of the Geological Map of Japan, Horozuki","Masatsugu SAITO, Fujio UEMURA",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_006.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-006;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Horozuki"
japan_hyuga_aoshima,"Hyuga Aoshima, Miyazaki, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,"Explanatory Text of the Geological Map of Japan, Hyuga-Aoshima",Yoshihito KINO,1959,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_084.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-084;MIYAZAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Hyuga-Aoshima"
japan_ichinose,"Ichinose, Nagano, Yanamashi, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Ichinose District,"Yosuke KAWACHI, Makoto YUASA and Masato KATADA",1983,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_045.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-045;NAGANO, YANAMASHI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ichinose District
japan_iida,"Iida, Nagano, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Iida","Kiyoo KAWADA, Naotoshi YAMADA",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_086.htm,,Geological Survey of Japan,"08 [KANAZAWA]-086;NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Iida"
japan_ikuno,"Ikuno, Hyogo, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Ikuno District,"Toshiyuki YOSHIKAWA, Chikao KURIMOTO and Masahiro AOKI",2005,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_047.htm,,"Geological Survey of Japan, AIST","12 [OKAYAMA]-047;HYOGO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ikuno District
japan_imabari_seibu,"Imabari Seibu, Ehime, Hiroshima, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,"Explanatory Text of the Geological Map of Japan, Imabari-Seibu",Osamu HIROKAWA,1965,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_027.htm,,Geological Survey of Japan,"13 [KOCHI]-027;EHIME, HIROSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Imabari-Seibu"
japan_imaichi,"Imaichi, Shimane, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Imaichi District,"Kazuhiko KANO, Keiji TAKEUCHI and Hirohisa MATSUURA",1991,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_016.htm,,Geological Survey of Japan,"12 [OKAYAMA]-016;SHIMANE;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Imaichi District
japan_imari,"Imari, Saga, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,"Explanatory Text of the Geological Map of Japan, Imari","Isao IMAI, Konosuke SAWAMURA and Takashi YOSHIDA",1959,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_069.htm,,Geological Survey of Japan,"14 [FUKUOKA]-069;SAGA, NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Imari"
japan_ina,"Ina, Nagano, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Ina","Masato KATADA, Hiroshi ISOMI",1962,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_063.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-063;NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Ina"
japan_inatori,"Inatori, Shizuoka, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,"Explanatory Text of the Geological Map of Japan, Inatori","Kiyoshi SUMI, Koji ONO",1959,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_106.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-106;SHIZUOKA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Inatori"
japan_ino,"Ino, Kochi, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,Geology of the Ino District,"Koji WAKITA, Kazuhiro MIYAZAKI, Seiichi TOSHIMITSU, Shunji YOKOYAMA and Masaharu NAKAGAWA",2007,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_062.htm,,"Geological Survey of Japan, AIST","13 [KOCHI]-062;KOCHI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ino District
japan_inukai,"Inukai, Oita, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,Geology of the Inukai District,"Yoji TERAOKA, Kazuhiro MIYAZAKI, Hideo HOSHIZUMI, Toshikazu YOSHIOKA, Akira SAKAI and Koji ONO",1992,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_087.htm,,Geological Survey of Japan,"14 [FUKUOKA]-087;OITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Inukai District
japan_ishinomaki,"Ishinomaki, Miyagi, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Ishinomaki District,"Fuminori TAKIZAWA, Nobukazu KAMBE, Kazuya KUBO, Mitsuo HATA, Akira SANGAWA and Masato KATADA",1984,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_090.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-090;MIYAGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ishinomaki District
japan_ishioka,"Ishioka, Ibaraki, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Ishioka District,"Toru SAKAMOTO, Teruo AIHARA and Yasuji NOMA",1981,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_021.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-021;IBARAKI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Ishioka District
japan_isohama,"Isohama, Ibaraki, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Isohama District,Toru SAKAMOTO,1975,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_022.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-022;IBARAKI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Isohama District
japan_isurugi,"Isurugi, Toyama, Ishikawa, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Isurugi District,"Yasuo SUMI, Tamotsu NOZAWA and Masaaki INOUE",1989,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_021.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-021;TOYAMA, ISHIKAWA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Isurugi District
japan_ito,"Ito, Shizuoka, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Map Only,Hisashi HISANO,1970,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_101.htm,,Geological Survey of Japan,"08 [TOKYO]-101;SHIZUOKA;Quadrangle Series 1:50,000",50000,"Japanese, English",Map Only
japan_itsukaichi,"Itsukaichi, Tokyo, Yamanashi, Kanagawa, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Itsukaichi District,Akira SAKAI,1987,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_049.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-049;TOKYO, YAMANASHI, KANAGAWA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Itsukaichi District
japan_itsuku_shima,"Itsuku Shima, Hiroshima, Yamaguchi, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,Geology of the Itsuku Shima District,"Hirohisa MATSUURA, Michiaki BUNNO and Eikichi TSUKUDA",1999,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_013.htm,,Geological Survey of Japan,"13 [KOCHI]-013;HIROSHIMA, YAMAGUCHI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Itsuku Shima District
japan_iwadate,"Iwadate, Aomori, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,"Explanatory Text of the Geological Map of Japan, Iwadate",Atsushi OZAWA,1963,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_034.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-034;AOMORI, AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Iwadate"
japan_iwagasaki,"Iwagasaki, Miyagi, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Iwagasaki District,"Nobuyuki TSUCHIYA, Jun'ichi ITOH, Yohji SEKI and Toshimitsu IWAYA",1997,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_068.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-068;MIYAGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Iwagasaki District
japan_iwakuni,"Iwakuni, Yamaguchi, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,Geology of the Iwakuni District,"Sadao HIGASHIMOTO, Terukazu NUREKI, Ikuo HARA, Eikichi TSUKUDA and Takashi NAKAJIMA",1983,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_024.htm,,Geological Survey of Japan,"13 [KOCHI]-024;YAMAGUCHI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Iwakuni District
japan_iwanuma,"Iwanuma, Miyagi, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Iwanuma District,"Keiji OIDE, Yukinori FIJITA",1975,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_108.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-108;MIYAGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Iwanuma District
japan_iyo_kashima,"Iyo Kashima, Ehime, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,"Geology of the Iyo-Kashima and Sukumo District (13[KOCHI] -088, 089)",Keisaku TANAKA,1980,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_088.htm,,Geological Survey of Japan,"13 [KOCHI]-088;EHIME;Quadrangle Series 1:50,000",50000,"Japanese, English","Geology of the Iyo-Kashima and Sukumo District (13[KOCHI] -088, 089)"
japan_iyo_misaki,"Iyo Misaki, Ehime, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,"Explanatory Text of the Geological Map of Japan, Iyo-Misaki","Tadashi KIMURA, Kojiro KOMURA",1959,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_067.htm,,Geological Survey of Japan,"13 [KOCHI]-067;EHIME;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Iyo-Misaki"
japan_iyo_takayama,"Iyo Takayama, Ehime, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,"Explanatory Text of the Geological Map of Japan, Yawatahama and Iyo-Takayama (13[KOCHI] -068, 076)",Nobukazu KAMBE,1957,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_076.htm,,Geological Survey of Japan,"13 [KOCHI]-076;EHIME;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Yawatahama and Iyo-Takayama (13[KOCHI] -068, 076)"
japan_johana,"Johana, Toyama, Ishikawa, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Johana","Masaaki INOUE, Atsuyuki MIZUNO and Tamotsu NOZAWA",1964,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_027.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-027;TOYAMA, ISHIKAWA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Johana"
japan_kaimon_dake,"Kaimon Dake, Kagoshima, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,Geology of the Kaimon DAKE Ditrict,"Yoshihisa KAWANABE, Keiichi SAKAGUCHI",2005,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_100.htm,,"Geological Survey of Japan, AIST","15 [KAGOSHIMA]-100;KAGOSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kaimon DAKE Ditrict
japan_kainan,"Kainan, Wakayama, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,"Explanatory Text of the Geological Map of Japan, Kainan","Ken HIRAYAMA, Keisaku TANAKA",1956,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_088.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-088;WAKAYAMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kainan"
japan_kaitaichi,"Kaitaichi, Hiroshima, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,Geology of the Kaitaichi District,"Tetsuichi TAKAGI, Kiyohide MIZUNO",1999,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_003.htm,,Geological Survey of Japan,"13 [KOCHI]-003;HIROSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kaitaichi District
japan_kakinoura,"Kakinoura, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,"Explanatory Text of the Geological Map of Japan, Kakinoura","Haruwo NAGAHAMA, Kazunori MATSUI",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_079.htm,,Geological Survey of Japan,"14 [FUKUOKA]-079;NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kakinoura"
japan_kamae,"Kamae, Miyazaki, Oita, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,Geology of the Kamae District,"Kimio OKUMURA, Yoji TERAOKA and Yuichi SUGIYAMA",1985,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_035.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-035;MIYAZAKI, OITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kamae District
japan_kamaishi,"Kamaishi, Iwate, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,"Explanatory Text of the Geological Map of Japan, Kamaishi",Takashi YOSHIDA,1961,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_045.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-045;IWATE;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kamaishi"
japan_kamigori,"Kamigori, Hyogo, Okayama, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Kamigori District,"Sachio IGI, Kiyoshi WADATSUMI",1980,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_057.htm,,Geological Survey of Japan,"12 [OKAYAMA]-057;HYOGO, OKAYAMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kamigori District
japan_kamiiwami,"Kamiiwami, Okayama, Tottori, Hiroshima, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Kamiiwami District,Hitoshi HATTORI,1978,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_041.htm,,Geological Survey of Japan,"12 [OKAYAMA]-041;OKAYAMA, TOTTORI, HIROSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kamiiwami District
japan_kamikochi,"Kamikochi, Gifu, Nagano, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Kamikochi District,Satoru HARAYAMA,1990,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_045.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-045;GIFU, NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kamikochi District
japan_kammurijima,"Kammurijima, Kyoto, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Kammurijima","Osamu HIROKAWA, Kazuo KURODA",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_065.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-065;KYOTO;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kammurijima"
japan_kamogawa,"Kamogawa, Chiba, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Kamogawa District,"Terumasa NAKAJIMA, Hiroshi MAKIMOTO, Jiro HIRAYAMA and Shuichi TOKUHASHI",1981,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_095.htm,,Geological Survey of Japan,"08ï¼»TOKYOï¼½-095;CHIBA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kamogawa District
japan_kanagi,"Kanagi, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,"Explanatory Text of the Geological Map of Japan, Kanagi",Keizo FUJII,1966,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_014.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-014;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kanagi"
japan_kanayama,"Kanayama, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Kanayama District,"Shinjiro MIZUTANI, Yoshimitsu KOIDO",1992,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_083.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-083;GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kanayama District
japan_kanazawa,"Kanazawa, Ishikawa, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Kanazawa",Isao IMAI,1959,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_026.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-026;ISHIKAWA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kanazawa"
japan_kanita,"Kanita, Aomori, Japan",https://www.gsj.jp/Map/EN/geology4-5.html,"Explanatory Text of the Geological Map of Japan, Kanita","Fujio UEMURA, Konroku TSUSHIMA and Masatsugu SAITO",1959,https://www.gsj.jp/Map/EN/docs/5man_doc/05/05_011.htm,,Geological Survey of Japan,"05ï¼»AOMORIï¼½-011;AOMORI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kanita"
japan_kanoya,"Kanoya, Kagoshima, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,"Explanatory Text of the Geological Map of Japan, Kanoya","Ryohei OTA, Yosuke KAWACHI",1965,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_095.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-095;KAGOSHIMA;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kanoya"
japan_karatsu,"Karatsu, Saga, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,"Explanatory Text of the Geological Map of Japan, Karatsu","Isamu KOBAYASHI, Isao IMAI and Kazunori MATSUI",1956,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_059.htm,,Geological Survey of Japan,"14 [FUKUOKA]-059;SAGA, NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Karatsu"
japan_kariwano,"Kariwano, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Kariwano District,"Nobuyuki TSUCHIYA, Toshiyuki YOSHIKAWA",1994,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_020.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-020;AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kariwano District
japan_karo_dake,"Karodake, Iwate, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,"Explanatory Text of the Geological Map of Japan, Otsuchi and Karodake (06[AKITA]-035, 036)",Masato KATADA,1964,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_036.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-036;IWATE;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Otsuchi and Karodake (06[AKITA]-035, 036)"
japan_kashimo,"Kashimo, Gifu, Nagano, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,"Explanatory Text of the Geological Map of Japan, Kashimo",Naotoshi YAMADA,1961,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_072.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-072;GIFU, NAGANO;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kashimo"
japan_katsumoto,"Katsumoto, Nagasaki, Japan",https://www.gsj.jp/Map/EN/geology4-14.html,"Explanatory Text of the Geological Map of Japan, Katsumoto,  Gonoura (incl. Futakamijima)  and Ashibe (14 [FUKUOKA] -030, 039, 040, 048)",Kazunori MATSUI,1958,https://www.gsj.jp/Map/EN/docs/5man_doc/14/14_030.htm,,Geological Survey of Japan,"14 [FUKUOKA]-030, 039, 040, 048;NAGASAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Katsumoto,  Gonoura (incl. Futakamijima)  and Ashibe (14 [FUKUOKA] -030, 039, 040, 048)"
japan_kawaguchi,"Kawaguchi, Tokushima, Kochi, Japan",https://www.gsj.jp/Map/EN/geology4-13.html,"Explanatory Text of the Geological Map of Japan, Kawaguchi","George KOJIMA, Chiharu MITSUNO",1966,https://www.gsj.jp/Map/EN/docs/5man_doc/13/13_042.htm,,Geological Survey of Japan,"13 [KOCHI]-042;TOKUSHIMA, KOCHI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kawaguchi"
japan_kawashiri,"Kawashiri, Iwate, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Kawashiri District,"Atsushi OZAWA, Yushi FUNAYAMA and Nobu KITAMURA",1971,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_041.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-041;IWATE, AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kawashiri District
japan_kesennuma,"Kesennuma, Miyagi, Iwate, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,"Explanatory Text of the Geological Map of Japan, Kesennuma","Nobukazu KAMBE, Mitsuo SHIMAZU",1961,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_062.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-062;MIYAGI, IWATE;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kesennuma"
japan_kinkasan,"Kinkasan, Miyagi, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Kinkasan District,"Fuminori TAKIZAWA, Naoki ISSHIKI and Masato KATADA",1974,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_100.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-100;MIYAGI;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kinkasan District
japan_kirishima_yama,"Kirishimayama, Kagoshima, Miyazaki, Japan",https://www.gsj.jp/Map/EN/geology4-15.html,"Explanatory Text of the Geological Map of Japan, Kirishimayama","Konosuke SAWAMURA, Kazunori MATSUI",1958,https://www.gsj.jp/Map/EN/docs/5man_doc/15/15_074.htm,,Geological Survey of Japan,"15 [KAGOSHIMA]-074;KAGOSHIMA, MIYAZAKI;Quadrangle Series 1:50,000",50000,"Japanese, English","Explanatory Text of the Geological Map of Japan, Kirishimayama"
japan_kisakata,"Kisakata, Akita, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Kisakata District,"Atsushi OZAWA, Yutaka IKEBE, Yoichi ARAKAWA, Nobuyuki TSUCHIYA, Hiroyuki SATOH and Toshihiro KAKIMI",1982,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_037.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-037;AKITA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kisakata District
japan_kisarazu,"Kisarazu, Chiba, Kanagawa, Japan",https://www.gsj.jp/Map/EN/geology4-8.html,Geology of the Kisarazu District,"Taku KOMATSUBARA, Tsutomu NAKAZAWA and Naotomo KANEKO",2004,https://www.gsj.jp/Map/EN/docs/5man_doc/08/08_075.htm,,"Geological Survey of Japan, AIST","08ï¼»TOKYOï¼½-075;CHIBA, KANAGAWA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kisarazu District
japan_kishiwada,"Kishiwada, Osaka, Wakayama, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Kishiwada District,"Minoru ITIHARA, Koichiro ICHIKAWA and Naotoshi YAMADA",1986,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_073.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-073;OSAKA, WAKAYAMA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kishiwada District
japan_kiso_fukushima,"Kiso Fukushima, Nagano, Gifu, Japan",https://www.gsj.jp/Map/EN/geology4-10.html,Geology of the Kiso-Fukushima District,"Makoto TAKEUCHI, Shun NAKANO, Satoru HARAYAMA and Tsutomu OTSUKA",1998,https://www.gsj.jp/Map/EN/docs/5man_doc/10/10_062.htm,,Geological Survey of Japan,"10ï¼»KANAZAWAï¼½-062;NAGANO, GIFU;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kiso-Fukushima District
japan_kisuki,"Kisuki, Shimane, Japan",https://www.gsj.jp/Map/EN/geology4-12.html,Geology of the Kisuki District,"Hirohisa MATSUURA, Kazuhiko KANO, Yoshihiro ISHIZUKA and Tetsuichi TAKAGI",2005,https://www.gsj.jp/Map/EN/docs/5man_doc/12/12_027.htm,,"Geological Survey of Japan, AIST","12 [OKAYAMA]-027;SHIMANE;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kisuki District
japan_kitakomatsu,"Kitakomatsu, Shiga, Kyoto, Japan",https://www.gsj.jp/Map/EN/geology4-11.html,Geology of the Kitakomatsu District,"Katsumi KIMURA, Toshikazu YOSHIOKA, Satoshi NAKANO and Atsushi MATSUOKA",2001,https://www.gsj.jp/Map/EN/docs/5man_doc/11/11_016.htm,,Geological Survey of Japan,"11ï¼»KYOTOï¼½-016;SHIGA, KYOTO;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kitakomatsu District
japan_kiyokawa,"Kiyokawa, Yamagata, Japan",https://www.gsj.jp/Map/EN/geology4-6.html,Geology of the Kiyokawa District,"Atsushi OZAWA, Tadami KATAHIRA and Nobuyuki TSUCHIYA",1986,https://www.gsj.jp/Map/EN/docs/5man_doc/06/06_065.htm,,Geological Survey of Japan,"06ï¼»AKITAï¼½-065;YAMAGATA;Quadrangle Series 1:50,000",50000,"Japanese, English",Geology of the Kiyokawa District
